SK_ID_CURR,TARGET
100001,0.06538345619510864
100005,0.11735445084545874
100013,0.0679737419825394
100028,0.0708893955366749
100038,0.1179876780995935
100042,0.053721520598990304
100057,0.08070781426151834
100065,0.1002600948484823
100066,0.048751683221824355
100067,0.0850952129285343
100074,0.06399113162423115
100090,0.1086077540399347
100091,0.10531639574925315
100092,0.09208987883980996
100106,0.11931978686659656
100107,0.09175738100796713
100109,0.09408653802491618
100117,0.0738952602083008
100128,0.06691234604607908
100141,0.09065906442089115
100150,0.07188045210270987
100168,0.053561011601254
100169,0.039884249208099645
100170,0.0810612084314398
100171,0.09630558611214576
100172,0.11683916633667196
100184,0.06842716767913704
100187,0.05826804477036986
100212,0.07567115880996399
100222,0.08720514679013401
100223,0.056275319294051676
100232,0.06529671452464919
100241,0.1250455758212544
100245,0.0693656903926647
100253,0.05760653924329138
100256,0.09281719073628447
100271,0.05367981565531563
100278,0.10937135510619976
100280,0.06380999979188866
100306,0.13114468752431332
100311,0.10272126850062518
100312,0.05721537317584551
100330,0.07952137687412421
100331,0.09010745671671752
100352,0.08112772705593675
100358,0.09819564805756108
100367,0.08330516065146827
100382,0.07649510232572797
100384,0.07068655037874708
100385,0.09076201439317823
100386,0.07497290103959468
100399,0.06471885555086399
100404,0.06747641279555151
100416,0.06061555957430178
100422,0.12108001691222259
100426,0.07594774869103144
100438,0.0663571561000684
100444,0.09565280072100041
100445,0.11092187718449978
100446,0.09691346401321184
100447,0.06060515255416426
100450,0.06718961564477624
100466,0.07870352495907951
100483,0.06708286239571593
100484,0.04968754691328919
100494,0.08299903498055923
100510,0.1077283596344392
100512,0.05627539275023225
100517,0.06933346548400697
100548,0.05217403725737832
100551,0.06642636888213575
100552,0.11711280285510904
100553,0.07933755260857532
100561,0.08971554569846128
100568,0.12545692061256639
100569,0.06026550565537984
100591,0.08909233352535756
100592,0.04968921067304379
100602,0.08738200284366404
100607,0.08065158243121436
100613,0.07563958158632302
100617,0.06670384629745399
100618,0.09214752120768976
100622,0.1393350580785369
100625,0.09348314096819967
100677,0.08163284309937505
100699,0.07816059238445984
100702,0.13325292633829777
100711,0.06611711261341825
100729,0.12745929129910583
100740,0.10803534662354564
100744,0.10124540474998732
100745,0.09305244807855503
100747,0.09660801331429145
100751,0.09963307845062076
100752,0.07786182389081553
100753,0.13312829907680623
100754,0.0973365216945839
100760,0.09519520648027074
100762,0.08626018674930083
100763,0.0769367748473436
100765,0.07523684309442341
100770,0.08957979032471744
100772,0.07562834226220988
100777,0.07987136987148022
100791,0.0665958433004663
100792,0.06281795135178274
100797,0.0863942220201839
100823,0.0914750652875588
100826,0.09172254887856127
100830,0.06085826295403033
100836,0.1122041536738903
100872,0.0822405656097137
100910,0.08637073061067543
100913,0.05968845555074001
100918,0.08446834290164337
100931,0.05561675783699712
100952,0.10700738353773998
100953,0.07162645817110694
100965,0.09631421639429288
100970,0.07320960412434167
100982,0.10486051783184046
100983,0.08336008941831505
100984,0.06647387309986208
100987,0.1070764963192594
100997,0.07705751592170684
100998,0.11660467212318203
101002,0.0937415795044875
101005,0.12264101000060011
101008,0.11590595811513421
101020,0.09627678905768262
101021,0.09292482389051773
101024,0.07628748785493972
101025,0.12291311995625138
101026,0.07718946997154172
101031,0.07101623894370872
101041,0.06079727310261474
101051,0.05206064855462966
101055,0.08841897744422539
101056,0.10354112169255518
101057,0.09867248576767086
101064,0.06479239933311105
101079,0.07985678204009598
101087,0.08036683275607229
101090,0.05724909952257702
101092,0.08458790597677243
101097,0.09485108822197741
101099,0.05397064576030954
101107,0.0921089705869868
101118,0.0924163430092322
101125,0.08506483676055636
101126,0.07018489335855457
101128,0.10145759108902341
101136,0.1132938465579628
101140,0.0947743441913034
101149,0.0700077615322476
101160,0.06648723896092998
101169,0.11081581357134195
101181,0.074317219475412
101186,0.054514131091949615
101190,0.10127352953044445
101193,0.10757799649628545
101194,0.07941461417618284
101198,0.08982364588174493
101200,0.06252922142529424
101204,0.09448868353274315
101211,0.0702162474620665
101213,0.07380113504372932
101223,0.07635160587096272
101225,0.095694196290424
101237,0.0724127086042867
101243,0.074507967261673
101244,0.1085795334734405
101258,0.06424726142772091
101259,0.13270964605613286
101268,0.09928078422188379
101269,0.06777587255242734
101271,0.10688368741346439
101279,0.059028285621527045
101281,0.07704578494674355
101287,0.0727884848475971
101292,0.06057391825269629
101294,0.07189852345224414
101296,0.05998264906942301
101297,0.07538073021503325
101299,0.06209380772945537
101301,0.07661425414299167
101305,0.06935130946329869
101308,0.0591652247199357
101318,0.05296786928785226
101327,0.10076540490748172
101329,0.10457565361478847
101332,0.0557164894569122
101337,0.0842598618240365
101343,0.061732855637850054
101345,0.06764316846405967
101346,0.08677345400127413
101353,0.0471852882011293
101354,0.10279461437929291
101355,0.0918116744488763
101356,0.05262583617012373
101362,0.10280055777654899
101363,0.12784001769068076
101365,0.06980877209861468
101366,0.0930575872692601
101367,0.1199432896574674
101368,0.051440446018762444
101374,0.10724321124638948
101380,0.06454464230849409
101383,0.05572806233081541
101398,0.05004781741188091
101399,0.11952890499970784
101401,0.10510150109464468
101412,0.09452674230824538
101426,0.10513458812149794
101427,0.12898600627418275
101428,0.09330803949043961
101429,0.08353426169911231
101434,0.07365471298479367
101440,0.08880706226756827
101448,0.092141153116892
101449,0.07894700967620015
101465,0.07329658496279444
101467,0.07439376286924052
101472,0.12970686185938235
101478,0.07447545198918967
101497,0.07632620165627291
101504,0.06717636142745675
101547,0.07557330788783241
101548,0.09412221317784877
101555,0.0744305987960512
101570,0.0864301415433509
101572,0.06898631358305506
101578,0.07599059487587928
101580,0.10020828086547615
101588,0.08995178701740489
101602,0.07746081594475789
101610,0.09120304301838868
101614,0.10758753789389423
101616,0.09132614442636204
101643,0.09400331416540578
101644,0.0889291221290069
101649,0.0823285111358211
101650,0.09104844743942622
101665,0.053458613794551586
101667,0.10687217245281405
101669,0.05386636922300802
101674,0.09975853809556892
101675,0.07707462162674225
101678,0.09385189897835312
101682,0.08185732160042748
101686,0.08733105956327773
101697,0.13140453978722452
101700,0.09018363361057762
101711,0.05992632339629932
101714,0.04686232315236292
101715,0.10444701973448794
101728,0.08180086583266857
101732,0.06902647867934696
101757,0.07501681206794447
101758,0.09903552739897781
101759,0.09319543762666367
101762,0.047244870312212035
101764,0.07460088398189474
101780,0.10758159806776083
101784,0.0889995226543689
101789,0.06361566100812718
101816,0.0713814286485429
101819,0.06592570519631356
101827,0.048100136917211274
101863,0.09283354020696634
101867,0.10732805783561512
101870,0.06080819484116076
101873,0.10060307874388699
101878,0.07807142812160603
101879,0.052669426851653274
101880,0.06542508906384568
101887,0.0979613861502074
101897,0.056695388840975365
101901,0.06689802515576042
101903,0.13904627440606593
101920,0.07843574728973521
101921,0.07955282444588911
101922,0.06887324301225356
101961,0.11971161976824385
101962,0.07621369607025894
101971,0.07936738297576029
101976,0.10971090871608705
102002,0.09625357381466061
102005,0.06687052066395523
102007,0.12374252094898505
102017,0.06345393127693973
102019,0.11348680084322582
102029,0.05728444968202934
102051,0.08889831391016662
102052,0.06190495828380406
102054,0.07324607895952444
102062,0.10823437602997316
102067,0.0861820010666092
102068,0.08350169692011462
102070,0.06951911717642828
102090,0.0693070998235564
102092,0.12046623847287623
102099,0.1194196307442356
102100,0.049425783754252745
102112,0.09522027296177815
102113,0.08602548801476494
102122,0.09405018339991958
102123,0.06795556769398906
102125,0.06499922692311935
102126,0.08666913789780589
102146,0.08707239571415261
102147,0.09121052833607153
102151,0.08803612798678612
102158,0.07343467068493024
102159,0.06906541128022439
102162,0.0665310909872433
102165,0.07213068805784047
102166,0.09493947238452288
102174,0.07193533926863406
102193,0.11553903616332771
102198,0.0711860771228714
102205,0.08771429196573408
102206,0.08129567433070688
102218,0.08210572265678209
102221,0.08408672112572758
102230,0.07914854787063459
102238,0.08690354183920851
102248,0.0514592620709305
102252,0.09685829804430388
102259,0.0637861671887813
102262,0.08978247292581196
102273,0.057934250608318166
102286,0.06978400096436853
102293,0.08058632511968657
102294,0.06097162493272792
102296,0.07705798873816276
102298,0.09632495378524075
102303,0.06541146725072332
102309,0.09156848359347439
102315,0.061763228805476814
102340,0.06499414870196592
102342,0.06648924003988006
102344,0.0703549246877085
102346,0.11256567169451286
102347,0.056764917679445866
102374,0.09497903141284403
102380,0.0958342147858796
102387,0.0853622822976195
102393,0.07180379273814945
102403,0.0788272693476799
102413,0.09011835811864004
102414,0.05355104550514415
102415,0.07567429975127042
102416,0.08011152597058006
102439,0.08620834798544935
102441,0.0706800333805896
102443,0.0713026903026647
102444,0.07114933029853998
102445,0.12598869427382228
102448,0.06383132244136379
102449,0.08330731723249668
102450,0.12711566931273474
102456,0.07511985487690694
102458,0.08659977702653869
102459,0.07285085959815922
102465,0.05550420118736483
102470,0.11230102307630829
102471,0.06662190265892821
102475,0.11446013244769836
102476,0.10346329172530129
102506,0.07517758141667308
102509,0.06237456872224465
102519,0.07338994055461627
102522,0.06798198368383104
102545,0.0723791382104869
102549,0.10151807644878112
102562,0.0592448288175946
102563,0.07364200402750264
102568,0.10554931923573735
102582,0.09781106060541254
102592,0.057843394646659246
102597,0.08419827841889753
102605,0.09640195473655291
102614,0.0879962586591862
102617,0.08568655204886043
102634,0.06779971905911027
102652,0.07039931330624426
102655,0.04764812630451821
102671,0.056927548326485694
102694,0.07034152258391531
102701,0.10410833836385593
102703,0.05578090338207247
102704,0.06177357364798987
102713,0.04364593919469775
102720,0.09791225904587486
102731,0.061585020855026006
102733,0.07493126905145148
102749,0.10861645178659557
102755,0.06418666739091279
102763,0.06923430459196915
102770,0.10546563438569753
102772,0.0926861466542567
102799,0.09008904886412648
102838,0.07660333150506295
102854,0.06468857108393035
102862,0.11153859701267432
102863,0.08378269656716957
102867,0.06969519865565911
102868,0.06638823442552051
102878,0.07542503405761233
102887,0.08749640364040236
102898,0.10924329791217749
102904,0.07948698062445754
102912,0.10904499168306708
102919,0.06111882350991573
102927,0.07634503090546758
102932,0.08474806635335766
102933,0.12625481615011264
102935,0.05536187995317285
102958,0.09207741442061369
102969,0.09155575519612263
102971,0.06899176255847458
